congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,K000382,Kuster,NH,2,D,94,0.3723404255319149,0.64100073,-2.4
116,house,K000382,Kuster,NH,2,D,22,0,0.10604206,-2.4
0,house,K000385,Kelly,IL,2,Democrat,117,0.1111111111111111,0.13382212,-58.9
115,house,K000385,Kelly,IL,2,D,95,0.1368421052631579,0.164812,-58.9
116,house,K000385,Kelly,IL,2,D,22,0,2.23e-6,-58.9
0,house,K000386,Katko,NY,24,Republican,114,0.7894736842105263,0.52771041,-3.6
115,house,K000386,Katko,NY,24,R,95,0.9052631578947369,0.61475743,-3.6
116,house,K000386,Katko,NY,24,R,19,0.21052631578947367,0.0924753,-3.6
0,house,K000387,Knight,CA,25,Republican,95,0.9894736842105263,0.54804279,-6.7
115,house,K000387,Knight,CA,25,R,95,0.9894736842105263,0.54804279,-6.7
0,house,K000388,Kelly,MS,1,Republican,117,0.9401709401709402,0.95076977,33
115,house,K000388,Kelly,MS,1,R,95,0.9263157894736842,0.94833029,33
116,house,K000388,Kelly,MS,1,R,22,1,0.96130392,33
0,house,K000389,Khanna,CA,17,Democrat,116,0.12931034482758622,0.13659928,-53.4
115,house,K000389,Khanna,CA,17,D,94,0.1595744680851064,0.16856779,-53.4
116,house,K000389,Khanna,CA,17,D,22,0,6.53e-6,-53.4
0,house,K000390,Kihuen,NV,4,Democrat,94,0.22340425531914893,0.5880386,-4.9
115,house,K000390,Kihuen,NV,4,D,94,0.22340425531914893,0.5880386,-4.9
0,house,K000391,Krishnamoorthi,IL,8,Democrat,117,0.21367521367521367,0.24836516,-21.7
115,house,K000391,Krishnamoorthi,IL,8,D,95,0.2631578947368421,0.30505045,-21.7
116,house,K000391,Krishnamoorthi,IL,8,D,22,0,0.00358776,-21.7
0,house,K000392,Kustoff,TN,8,Republican,117,0.9401709401709402,0.95275503,35.6
115,house,K000392,Kustoff,TN,8,R,96,0.9270833333333334,0.94985004,35.6
116,house,K000392,Kustoff,TN,8,R,21,1,0.96603498,35.6
0,house,K000394,Kim,NJ,3,Democrat,22,0,0.41528461,6.2
116,house,K000394,Kim,NJ,3,D,22,0,0.41528461,6.2
0,house,L000263,Levin,MI,9,Democrat,95,0.17894736842105263,0.52481513,-7.8
115,house,L000263,Levin,MI,9,D,95,0.17894736842105263,0.52481513,-7.8
0,house,L000287,Lewis,GA,5,Democrat,115,0.08695652173913043,0.12143685,-73.1
115,house,L000287,Lewis,GA,5,D,93,0.10752688172043011,0.15016381,-73.1
116,house,L000287,Lewis,GA,5,D,22,0,1.6e-7,-73.1
0,house,L000397,Lofgren,CA,19,Democrat,117,0.15384615384615385,0.14394505,-51.4
115,house,L000397,Lofgren,CA,19,D,95,0.18947368421052632,0.17727743,-51.4
116,house,L000397,Lofgren,CA,19,D,22,0,9.76e-6,-51.4
0,house,L000480,Lowey,NY,17,Democrat,116,0.15517241379310345,0.25627233,-20.2
115,house,L000480,Lowey,NY,17,D,94,0.19148936170212766,0.31515293,-20.2
116,house,L000480,Lowey,NY,17,D,22,0,0.00469156,-20.2
0,house,L000491,Lucas,OK,3,Republican,118,0.9830508474576272,0.95549705,52.7
115,house,L000491,Lucas,OK,3,R,96,0.9895833333333334,0.94942651,52.7
116,house,L000491,Lucas,OK,3,R,22,0.9545454545454546,0.98198667,52.7
0,house,L000551,Lee,CA,13,Democrat,116,0.07758620689655173,0.11152826,-80.6
115,house,L000551,Lee,CA,13,D,94,0.09574468085106383,0.13763061,-80.6
116,house,L000551,Lee,CA,13,D,22,0,4e-8,-80.6
0,house,L000554,LoBiondo,NJ,2,Republican,96,0.8229166666666666,0.77924459,4.6
115,house,L000554,LoBiondo,NJ,2,R,96,0.8229166666666666,0.77924459,4.6
0,house,L000557,Larson,CT,1,Democrat,113,0.21238938053097345,0.23338521,-23.1
115,house,L000557,Larson,CT,1,D,91,0.26373626373626374,0.28913535,-23.1
116,house,L000557,Larson,CT,1,D,22,0,0.00278237,-23.1
0,house,L000559,Langevin,RI,2,Democrat,116,0.21551724137931033,0.4447449,-7.1
115,house,L000559,Langevin,RI,2,D,94,0.26595744680851063,0.53826597,-7.1
116,house,L000559,Langevin,RI,2,D,22,0,0.0451549,-7.1
0,house,L000560,Larsen,WA,2,Democrat,117,0.1794871794871795,0.24512469,-22.1
115,house,L000560,Larsen,WA,2,D,95,0.22105263157894736,0.30111747,-22.1
116,house,L000560,Larsen,WA,2,D,22,0,0.00333768,-22.1
0,house,L000562,Lynch,MA,8,Democrat,115,0.25217391304347825,0.2156845,-26
115,house,L000562,Lynch,MA,8,D,93,0.3118279569892473,0.26632245,-26
116,house,L000562,Lynch,MA,8,D,22,0,0.00162408,-26
0,house,L000563,Lipinski,IL,3,Democrat,115,0.33043478260869563,0.31379545,-15.3
115,house,L000563,Lipinski,IL,3,D,93,0.40860215053763443,0.38542982,-15.3
116,house,L000563,Lipinski,IL,3,D,22,0,0.01097741,-15.3
0,house,L000564,Lamborn,CO,5,Republican,118,0.9322033898305084,0.93604246,24
115,house,L000564,Lamborn,CO,5,R,96,0.9270833333333334,0.93722969,24
116,house,L000564,Lamborn,CO,5,R,22,0.9545454545454546,0.93086184,24
0,house,L000565,Loebsack,IA,2,Democrat,117,0.2905982905982906,0.68323017,4.1
115,house,L000565,Loebsack,IA,2,D,95,0.35789473684210527,0.76860161,4.1
116,house,L000565,Loebsack,IA,2,D,22,0,0.31458076,4.1
0,house,L000566,Latta,OH,5,Republican,118,0.9576271186440678,0.93908971,25.1
115,house,L000566,Latta,OH,5,R,96,0.9583333333333334,0.93955518,25.1
116,house,L000566,Latta,OH,5,R,22,0.9545454545454546,0.93705859,25.1
0,house,L000567,Lance,NJ,7,Republican,96,0.8645833333333334,0.67152862,-1.1
115,house,L000567,Lance,NJ,7,R,96,0.8645833333333334,0.67152862,-1.1
0,house,L000569,Luetkemeyer,MO,3,Republican,116,0.9741379310344828,0.95349917,39
115,house,L000569,Luetkemeyer,MO,3,R,94,0.9787234042553191,0.94964833,39
116,house,L000569,Luetkemeyer,MO,3,R,22,0.9545454545454546,0.96995279,39
0,house,L000570,Luján,NM,3,Democrat,117,0.1452991452991453,0.31801286,-15.1
115,house,L000570,Luján,NM,3,D,95,0.17894736842105263,0.38902769,-15.1
116,house,L000570,Luján,NM,3,D,22,0,0.01135794,-15.1
0,house,L000573,Labrador,ID,1,Republican,83,0.8313253012048193,0.95378894,38.3
115,house,L000573,Labrador,ID,1,R,83,0.8313253012048193,0.95378894,38.3
0,house,L000576,Long,MO,7,Republican,110,0.9363636363636364,0.9567427,45.7
115,house,L000576,Long,MO,7,R,88,0.9318181818181818,0.95179303,45.7
116,house,L000576,Long,MO,7,R,22,0.9545454545454546,0.97654138,45.7
0,house,L000578,LaMalfa,CA,1,Republican,117,0.9572649572649573,0.91728992,19.7
115,house,L000578,LaMalfa,CA,1,R,95,0.9578947368421052,0.92334073,19.7
116,house,L000578,LaMalfa,CA,1,R,22,0.9545454545454546,0.89116145,19.7
0,house,L000579,Lowenthal,CA,47,Democrat,114,0.13157894736842105,0.1874194,-31.6
115,house,L000579,Lowenthal,CA,47,D,92,0.16304347826086957,0.23210516,-31.6
116,house,L000579,Lowenthal,CA,47,D,22,0,5.5169e-4,-31.6
0,house,L000580,Lujan Grisham,NM,1,Democrat,88,0.25,0.36514625,-16.5
115,house,L000580,Lujan Grisham,NM,1,D,88,0.25,0.36514625,-16.5
0,house,L000581,Lawrence,MI,14,Democrat,115,0.14782608695652175,0.12507611,-60.9
115,house,L000581,Lawrence,MI,14,D,93,0.1827956989247312,0.15466364,-60.9
116,house,L000581,Lawrence,MI,14,D,22,0,1.52e-6,-60.9
0,house,L000582,Lieu,CA,33,Democrat,111,0.16216216216216217,0.15305733,-41.3
115,house,L000582,Lieu,CA,33,D,89,0.20224719101123595,0.19087253,-41.3
116,house,L000582,Lieu,CA,33,D,22,0,7.77e-5,-41.3
0,house,L000583,Loudermilk,GA,11,Republican,114,0.9035087719298246,0.94408456,25
115,house,L000583,Loudermilk,GA,11,R,93,0.8817204301075269,0.93807485,25
116,house,L000583,Loudermilk,GA,11,R,21,1,0.97069897,25
0,house,L000584,Love,UT,4,Republican,94,0.9574468085106383,0.81104426,6.7
115,house,L000584,Love,UT,4,R,94,0.9574468085106383,0.81104426,6.7
0,house,L000585,LaHood,IL,18,Republican,117,0.9487179487179487,0.94364174,27.3
115,house,L000585,LaHood,IL,18,R,96,0.9479166666666666,0.94325825,27.3
116,house,L000585,LaHood,IL,18,R,21,0.9523809523809523,0.94539485,27.3
0,house,L000586,Lawson,FL,5,Democrat,111,0.3063063063063063,0.22632869,-25.4
115,house,L000586,Lawson,FL,5,D,90,0.37777777777777777,0.27869439,-25.4
116,house,L000586,Lawson,FL,5,D,21,0,0.00190427,-25.4
0,house,L000587,Lewis,MN,2,Republican,93,0.9032258064516129,0.71555471,1.2
115,house,L000587,Lewis,MN,2,R,93,0.9032258064516129,0.71555471,1.2
0,house,L000588,Lamb,PA,17,Democrat,47,0.3617021276595745,0.60998209,2.6
115,house,L000588,Lamb,PA,18,D,25,0.68,0.92584441,19.6
116,house,L000588,Lamb,PA,17,D,22,0,0.25104763,2.6
0,house,L000589,Lesko,AZ,8,Republican,47,0.9574468085106383,0.92000936,21.1
115,house,L000589,Lesko,AZ,8,R,25,0.92,0.93098534,21.1
116,house,L000589,Lesko,AZ,8,R,22,1,0.90753667,21.1
0,house,L000590,Lee,NV,3,Democrat,22,0,0.19334082,1
116,house,L000590,Lee,NV,3,D,22,0,0.19334082,1
0,house,L000591,Luria,VA,2,Democrat,22,0,0.2838789,3.4
116,house,L000591,Luria,VA,2,D,22,0,0.2838789,3.4
0,house,L000592,Levin,MI,9,Democrat,22,0,0.03986439,-7.8
116,house,L000592,Levin,MI,9,D,22,0,0.03986439,-7.8
0,house,L000593,Levin,CA,49,Democrat,22,0,0.04204616,-7.5
116,house,L000593,Levin,CA,49,D,22,0,0.04204616,-7.5
0,house,M000087,Maloney,NY,12,Democrat,115,0.1391304347826087,0.1244483,-69.8
115,house,M000087,Maloney,NY,12,D,94,0.1702127659574468,0.15225052,-69.8
116,house,M000087,Maloney,NY,12,D,21,0,3.1e-7,-69.8
0,house,M000312,McGovern,MA,2,Democrat,116,0.11206896551724138,0.26905295,-19.4
115,house,M000312,McGovern,MA,2,D,94,0.13829787234042554,0.33075806,-19.4
116,house,M000312,McGovern,MA,2,D,22,0,0.00540386,-19.4
0,house,M001137,Meeks,NY,5,Democrat,115,0.19130434782608696,0.12155934,-73
115,house,M001137,Meeks,NY,5,D,93,0.23655913978494625,0.15031528,-73
116,house,M001137,Meeks,NY,5,D,22,0,1.6e-7,-73
0,house,M001143,McCollum,MN,4,Democrat,116,0.13793103448275862,0.19526486,-30.9
115,house,M001143,McCollum,MN,4,D,94,0.1702127659574468,0.24081699,-30.9
116,house,M001143,McCollum,MN,4,D,22,0,6.3302e-4,-30.9
0,house,M001151,Murphy,PA,18,Republican,48,0.9791666666666666,0.93314248,19.6
115,house,M001151,Murphy,PA,18,R,48,0.9791666666666666,0.93314248,19.6
0,house,M001156,McHenry,NC,10,Republican,116,0.9827586206896551,0.94043055,24.6
115,house,M001156,McHenry,NC,10,R,94,0.9893617021276596,0.94184596,24.6
116,house,M001156,McHenry,NC,10,R,22,0.9545454545454546,0.9343829,24.6
0,house,M001157,McCaul,TX,10,Republican,118,0.9830508474576272,0.79122788,9.1
115,house,M001157,McCaul,TX,10,R,96,0.9895833333333334,0.843801,9.1
116,house,M001157,McCaul,TX,10,R,22,0.9545454545454546,0.56181791,9.1
0,house,M001158,Marchant,TX,24,Republican,116,0.9482758620689655,0.72915548,6.2
115,house,M001158,Marchant,TX,24,R,94,0.9468085106382979,0.80261462,6.2
116,house,M001158,Marchant,TX,24,R,22,0.9545454545454546,0.41528461,6.2
0,house,M001159,McMorris Rodgers,WA,5,Republican,118,0.9576271186440678,0.85679516,13.1
115,house,M001159,McMorris Rodgers,WA,5,R,96,0.9791666666666666,0.88456487,13.1
116,house,M001159,McMorris Rodgers,WA,5,R,22,0.8636363636363636,0.73561823,13.1
0,house,M001160,Moore,WI,4,Democrat,113,0.08849557522123894,0.13818302,-52.2
115,house,M001160,Moore,WI,4,D,91,0.10989010989010989,0.1715879,-52.2
116,house,M001160,Moore,WI,4,D,22,0,8.31e-6,-52.2
0,house,M001163,Matsui,CA,6,Democrat,117,0.1452991452991453,0.15520394,-44.8
115,house,M001163,Matsui,CA,6,D,95,0.17894736842105263,0.19113716,-44.8
116,house,M001163,Matsui,CA,6,D,22,0,3.775e-5,-44.8
0,house,M001165,McCarthy,CA,23,Republican,116,0.9827586206896551,0.92908429,22
115,house,M001165,McCarthy,CA,23,R,94,0.9893617021276596,0.93212444,22
116,house,M001165,McCarthy,CA,23,R,22,0.9545454545454546,0.91609457,22
0,house,M001166,McNerney,CA,9,Democrat,112,0.16071428571428573,0.28068572,-18.6
115,house,M001166,McNerney,CA,9,D,93,0.1935483870967742,0.33711946,-18.6
116,house,M001166,McNerney,CA,9,D,19,0,0.00445743,-18.6
0,house,M001177,McClintock,CA,4,Republican,117,0.8461538461538461,0.87618334,14.7
115,house,M001177,McClintock,CA,4,R,95,0.8105263157894737,0.89659049,14.7
116,house,M001177,McClintock,CA,4,R,22,1,0.78806157,14.7
0,house,M001179,Marino,PA,12,Republican,96,0.9791666666666666,0.95480231,36.4
115,house,M001179,Marino,PA,10,R,91,0.978021978021978,0.95231987,36
116,house,M001179,Marino,PA,12,R,5,1,0.99998273,36.4
0,house,M001180,McKinley,WV,1,Republican,118,0.9745762711864406,0.95488682,41.6
115,house,M001180,McKinley,WV,1,R,96,0.9791666666666666,0.95079332,41.6
116,house,M001180,McKinley,WV,1,R,22,0.9545454545454546,0.97274936,41.6
0,house,M001181,Meehan,PA,7,Republican,71,0.8873239436619719,0.6253992,-2.3
115,house,M001181,Meehan,PA,7,R,71,0.8873239436619719,0.6253992,-2.3
0,house,M001184,Massie,KY,4,Republican,116,0.6551724137931034,0.95765214,35.9
115,house,M001184,Massie,KY,4,R,96,0.625,0.94994826,35.9
116,house,M001184,Massie,KY,4,R,20,0.8,0.99463076,35.9
0,house,M001185,Maloney,NY,18,Democrat,115,0.28695652173913044,0.63056138,1.9
115,house,M001185,Maloney,NY,18,D,93,0.3548387096774194,0.72662854,1.9
116,house,M001185,Maloney,NY,18,D,22,0,0.22445928,1.9
0,house,M001187,Meadows,NC,11,Republican,115,0.8869565217391304,0.954158,29.2
115,house,M001187,Meadows,NC,11,R,93,0.8924731182795699,0.95450611,29.2
116,house,M001187,Meadows,NC,11,R,22,0.8636363636363636,0.95268641,29.2
0,house,M001188,Meng,NY,6,Democrat,114,0.16666666666666666,0.18214164,-33
115,house,M001188,Meng,NY,6,D,93,0.20430107526881722,0.2231871,-33
116,house,M001188,Meng,NY,6,D,21,0,3.6892e-4,-33
0,house,M001189,Messer,IN,6,Republican,92,0.9456521739130435,0.95631348,40.3
115,house,M001189,Messer,IN,6,R,92,0.9456521739130435,0.95631348,40.3
0,house,M001190,Mullin,OK,2,Republican,116,0.9396551724137931,0.95532485,50.1
115,house,M001190,Mullin,OK,2,R,94,0.925531914893617,0.94953171,50.1
116,house,M001190,Mullin,OK,2,R,22,1,0.98007735,50.1
0,house,M001193,MacArthur,NJ,3,Republican,96,0.9479166666666666,0.80450741,6.2
115,house,M001193,MacArthur,NJ,3,R,96,0.9479166666666666,0.80450741,6.2
0,house,M001194,Moolenaar,MI,4,Republican,118,0.9830508474576272,0.93830742,24.8
115,house,M001194,Moolenaar,MI,4,R,96,0.9895833333333334,0.93895541,24.8
116,house,M001194,Moolenaar,MI,4,R,22,0.9545454545454546,0.93547985,24.8
0,house,M001195,Mooney,WV,2,Republican,118,0.8559322033898306,0.9531902,36.4
115,house,M001195,Mooney,WV,2,R,96,0.84375,0.95009742,36.4
116,house,M001195,Mooney,WV,2,R,22,0.9090909090909091,0.966686,36.4
0,house,M001196,Moulton,MA,6,Democrat,116,0.1896551724137931,0.28616141,-17.9
115,house,M001196,Moulton,MA,6,D,94,0.23404255319148937,0.35149174,-17.9
116,house,M001196,Moulton,MA,6,D,22,0,0.00702276,-17.9
115,house,M001197,McSally,AZ,2,R,96,0.96875,0.59050485,-4.9
0,house,M001198,Marshall,KS,1,Republican,117,0.9829059829059829,0.95498964,45
115,house,M001198,Marshall,KS,1,R,96,0.9791666666666666,0.95065581,45
116,house,M001198,Marshall,KS,1,R,21,1,0.97480141,45
0,house,M001199,Mast,FL,18,Republican,111,0.9279279279279279,0.81179504,9.2
115,house,M001199,Mast,FL,18,R,96,0.9270833333333334,0.84500573,9.2
116,house,M001199,Mast,FL,18,R,15,0.9333333333333333,0.59924663,9.2
0,house,M001200,McEachin,VA,4,Democrat,110,0.17272727272727273,0.2565839,-21.6
115,house,M001200,McEachin,VA,4,D,92,0.20652173913043478,0.30622935,-21.6
116,house,M001200,McEachin,VA,4,D,18,0,0.00284046,-21.6
0,house,M001201,Mitchell,MI,10,Republican,118,0.9661016949152542,0.95035151,32.2
115,house,M001201,Mitchell,MI,10,R,96,0.96875,0.94819192,32.2
116,house,M001201,Mitchell,MI,10,R,22,0.9545454545454546,0.95977521,32.2
0,house,M001202,Murphy,FL,7,Democrat,117,0.41025641025641024,0.44287621,-7.3
115,house,M001202,Murphy,FL,7,D,95,0.5052631578947369,0.53534688,-7.3
116,house,M001202,Murphy,FL,7,D,22,0,0.04357106,-7.3
0,house,M001203,Malinowski,NJ,7,Democrat,22,0,0.13407842,-1.1
116,house,M001203,Malinowski,NJ,7,D,22,0,0.13407842,-1.1
0,house,M001204,Meuser,PA,9,Republican,21,0.9523809523809523,0.96129623,34
116,house,M001204,Meuser,PA,9,R,21,0.9523809523809523,0.96129623,34
0,house,M001205,Miller,WV,3,Republican,22,1,0.97938808,49.2
116,house,M001205,Miller,WV,3,R,22,1,0.97938808,49.2
0,house,M001206,Morelle,NY,25,Democrat,25,0.08,0.08739851,-16.4
115,house,M001206,Morelle,NY,25,D,3,0.6666666666666666,0.66161867,-16.4
116,house,M001206,Morelle,NY,25,D,22,0,0.00909576,-16.4
0,house,M001207,Mucarsel-Powell,FL,26,Democrat,22,0,0.00925304,-16.3
116,house,M001207,Mucarsel-Powell,FL,26,D,22,0,0.00925304,-16.3
0,house,M001208,McBath,GA,6,Democrat,22,0,0.21019868,1.5
116,house,M001208,McBath,GA,6,D,22,0,0.21019868,1.5
0,house,M001209,McAdams,UT,4,Democrat,22,0.045454545454545456,0.4405043,6.7
116,house,M001209,McAdams,UT,4,D,22,0.045454545454545456,0.4405043,6.7
0,house,N000002,Nadler,NY,10,Democrat,114,0.14035087719298245,0.13660184,-59.5
115,house,N000002,Nadler,NY,10,D,92,0.17391304347826086,0.16926702,-59.5
116,house,N000002,Nadler,NY,10,D,22,0,1.99e-6,-59.5
0,house,N000015,Neal,MA,1,Democrat,114,0.16666666666666666,0.26014985,-20.7
115,house,N000015,Neal,MA,1,D,94,0.20212765957446807,0.3147331,-20.7
116,house,N000015,Neal,MA,1,D,20,0,0.00360858,-20.7
0,house,N000127,Nolan,MN,8,Democrat,90,0.2777777777777778,0.90370778,15.6
115,house,N000127,Nolan,MN,8,D,90,0.2777777777777778,0.90370778,15.6
0,house,N000179,Napolitano,CA,32,Democrat,103,0.1262135922330097,0.18088268,-38.9
115,house,N000179,Napolitano,CA,32,D,81,0.16049382716049382,0.22997677,-38.9
116,house,N000179,Napolitano,CA,32,D,22,0,1.2714e-4,-38.9
0,house,N000181,Nunes,CA,22,Republican,114,0.9824561403508771,0.79524816,9.5
115,house,N000181,Nunes,CA,22,R,92,0.9891304347826086,0.84638891,9.5
116,house,N000181,Nunes,CA,22,R,22,0.9545454545454546,0.58138686,9.5
0,house,N000184,Noem,SD,0,Republican,90,0.9222222222222223,0.94601119,29.79332222
115,house,N000184,Noem,SD,0,R,90,0.9222222222222223,0.94601119,29.79332222
0,house,N000188,Norcross,NJ,1,Democrat,114,0.16666666666666666,0.22734459,-24.5
115,house,N000188,Norcross,NJ,1,D,92,0.20652173913043478,0.28119553,-24.5
116,house,N000188,Norcross,NJ,1,D,22,0,0.00214973,-24.5
0,house,N000189,Newhouse,WA,4,Republican,112,0.9642857142857143,0.9332614,22.8
115,house,N000189,Newhouse,WA,4,R,90,0.9666666666666667,0.93586015,22.8
116,house,N000189,Newhouse,WA,4,R,22,0.9545454545454546,0.92263017,22.8
0,house,N000190,Norman,SC,5,Republican,84,0.8809523809523809,0.890408,18.5
115,house,N000190,Norman,SC,5,R,62,0.8387096774193549,0.89640151,18.5
116,house,N000190,Norman,SC,5,R,22,1,0.87351719,18.5
0,house,N000191,Neguse,CO,2,Democrat,22,0,0.0038554,-21.3
116,house,N000191,Neguse,CO,2,D,22,0,0.0038554,-21.3
0,house,O000168,Olson,TX,22,Republican,115,0.9652173913043478,0.76741674,7.9
115,house,O000168,Olson,TX,22,R,94,0.9680851063829787,0.82769772,7.9
116,house,O000168,Olson,TX,22,R,21,0.9523809523809523,0.49758762,7.9
0,house,O000170,O’Rourke,TX,16,Democrat,93,0.3010752688172043,0.18773679,-40.7
115,house,O000170,O’Rourke,TX,16,D,93,0.3010752688172043,0.18773679,-40.7
0,house,O000171,O’Halleran,AZ,1,Democrat,118,0.4406779661016949,0.6190898,1.1
115,house,O000171,O’Halleran,AZ,1,D,96,0.5416666666666666,0.71590437,1.1
116,house,O000171,O’Halleran,AZ,1,D,22,0,0.1966262,1.1
0,house,O000172,Ocasio-Cortez,NY,14,Democrat,22,0.13636363636363635,2.7e-6,-57.9
116,house,O000172,Ocasio-Cortez,NY,14,D,22,0.13636363636363635,2.7e-6,-57.9
0,house,O000173,Omar,MN,5,Democrat,22,0,4.57e-6,-55.2
116,house,O000173,Omar,MN,5,D,22,0,4.57e-6,-55.2
0,house,P000034,Pallone,NJ,6,Democrat,117,0.09401709401709402,0.31157913,-15.6
115,house,P000034,Pallone,NJ,6,D,95,0.11578947368421053,0.38131897,-15.6
116,house,P000034,Pallone,NJ,6,D,22,0,0.0104298,-15.6
0,house,P000096,Pascrell,NJ,9,Democrat,115,0.17391304347826086,0.19125481,-31.2
115,house,P000096,Pascrell,NJ,9,D,93,0.21505376344086022,0.2363567,-31.2
116,house,P000096,Pascrell,NJ,9,D,22,0,5.9684e-4,-31.2
0,house,P000197,Pelosi,CA,12,Democrat,101,0.18811881188118812,0.13417285,-77.5
115,house,P000197,Pelosi,CA,12,D,91,0.2087912087912088,0.14891712,-77.5
116,house,P000197,Pelosi,CA,12,D,10,0,0,-77.5
0,house,P000258,Peterson,MN,7,Democrat,113,0.5663716814159292,0.9484245,30.8
115,house,P000258,Peterson,MN,7,D,91,0.6703296703296703,0.94640676,30.8
116,house,P000258,Peterson,MN,7,D,22,0.13636363636363635,0.95677056,30.8
0,house,P000523,Price,NC,4,Democrat,117,0.15384615384615385,0.16553278,-40
115,house,P000523,Price,NC,4,D,95,0.18947368421052632,0.20384318,-40
116,house,P000523,Price,NC,4,D,22,0,1.0149e-4,-40
0,house,P000588,Pearce,NM,2,Republican,93,0.8924731182795699,0.85549881,10.2
115,house,P000588,Pearce,NM,2,R,93,0.8924731182795699,0.85549881,10.2
0,house,P000592,Poe,TX,2,Republican,91,0.9230769230769231,0.84409092,9.3
115,house,P000592,Poe,TX,2,R,91,0.9230769230769231,0.84409092,9.3
0,house,P000593,Perlmutter,CO,7,Democrat,117,0.23076923076923078,0.3623058,-12
115,house,P000593,Perlmutter,CO,7,D,95,0.28421052631578947,0.44175252,-12
116,house,P000593,Perlmutter,CO,7,D,22,0,0.01924045,-12
0,house,P000594,Paulsen,MN,3,Republican,96,0.96875,0.49584968,-9.4
115,house,P000594,Paulsen,MN,3,R,96,0.96875,0.49584968,-9.4
0,house,P000597,Pingree,ME,1,Democrat,115,0.14782608695652175,0.32094234,-14.8
115,house,P000597,Pingree,ME,1,D,93,0.1827956989247312,0.39403659,-14.8
116,house,P000597,Pingree,ME,1,D,22,0,0.01195305,-14.8
0,house,P000598,Polis,CO,2,Democrat,88,0.17045454545454544,0.29543414,-21.3
115,house,P000598,Polis,CO,2,D,88,0.17045454545454544,0.29543414,-21.3
0,house,P000599,Posey,FL,8,Republican,115,0.8869565217391304,0.92505771,20.7
115,house,P000599,Posey,FL,8,R,93,0.8924731182795699,0.93021236,20.7
116,house,P000599,Posey,FL,8,R,22,0.8636363636363636,0.90326758,20.7
0,house,P000601,Palazzo,MS,4,Republican,113,0.9557522123893806,0.95674744,41.2
115,house,P000601,Palazzo,MS,4,R,92,0.9565217391304348,0.95348818,41.2
116,house,P000601,Palazzo,MS,4,R,21,0.9523809523809523,0.97102614,41.2
0,house,P000604,Payne,NJ,10,Democrat,102,0.09803921568627451,0.10656037,-72.4
115,house,P000604,Payne,NJ,10,D,87,0.11494252873563218,0.12493285,-72.4
116,house,P000604,Payne,NJ,10,D,15,0,1e-8,-72.4
0,house,P000605,Perry,PA,10,Republican,116,0.8706896551724138,0.86159703,8.9
115,house,P000605,Perry,PA,4,R,95,0.8526315789473684,0.93069518,21.5
116,house,P000605,Perry,PA,10,R,21,0.9523809523809523,0.54901018,8.9
0,house,P000606,Pittenger,NC,9,Republican,91,0.978021978021978,0.87321864,11.6
115,house,P000606,Pittenger,NC,9,R,91,0.978021978021978,0.87321864,11.6
0,house,P000607,Pocan,WI,2,Democrat,108,0.10185185185185185,0.17555016,-36.8
115,house,P000607,Pocan,WI,2,D,86,0.12790697674418605,0.22040846,-36.8
116,house,P000607,Pocan,WI,2,D,22,0,1.9498e-4,-36.8
0,house,P000608,Peters,CA,52,Democrat,116,0.28448275862068967,0.23865636,-22.5
115,house,P000608,Peters,CA,52,D,94,0.35106382978723405,0.29378561,-22.5
116,house,P000608,Peters,CA,52,D,22,0,0.00310408,-22.5
0,house,P000609,Palmer,AL,6,Republican,116,0.9310344827586207,0.96298434,44.7
115,house,P000609,Palmer,AL,6,R,94,0.925531914893617,0.96001532999999994,44.7
116,house,P000609,Palmer,AL,6,R,22,0.9545454545454546,0.9756701,44.7
0,house,P000611,Poliquin,ME,2,Republican,95,0.968421052631579,0.85950077,10.3
115,house,P000611,Poliquin,ME,2,R,95,0.968421052631579,0.85950077,10.3
0,house,P000613,Panetta,CA,20,Democrat,118,0.2288135593220339,0.14990302,-47.2
115,house,P000613,Panetta,CA,20,D,96,0.28125,0.18425052,-47.2
116,house,P000613,Panetta,CA,20,D,22,0,2.302e-5,-47.2
0,house,P000614,Pappas,NH,1,Democrat,22,0,0.21369948,1.6
116,house,P000614,Pappas,NH,1,D,22,0,0.21369948,1.6
0,house,P000615,Pence,IN,6,Republican,22,1,0.97139913,40.3
116,house,P000615,Pence,IN,6,R,22,1,0.97139913,40.3
0,house,P000616,Phillips,MN,3,Democrat,22,0,0.03009621,-9.4
116,house,P000616,Phillips,MN,3,D,22,0,0.03009621,-9.4
0,house,P000617,Pressley,MA,7,Democrat,22,0,1.9e-7,-72.2
116,house,P000617,Pressley,MA,7,D,22,0,1.9e-7,-72.2
0,house,P000618,Porter,CA,45,Democrat,22,0,0.06134812,-5.4
116,house,P000618,Porter,CA,45,D,22,0,0.06134812,-5.4
0,house,Q000023,Quigley,IL,5,Democrat,114,0.19298245614035087,0.14936202,-46.6
115,house,Q000023,Quigley,IL,5,D,93,0.23655913978494625,0.18308451,-46.6
116,house,Q000023,Quigley,IL,5,D,21,0,1.957e-5,-46.6
0,house,R000395,Rogers,KY,5,Republican,111,0.9819819819819819,0.95205228,62.1
115,house,R000395,Rogers,KY,5,R,89,0.9887640449438202,0.94316321,62.1
116,house,R000395,Rogers,KY,5,R,22,0.9545454545454546,0.98801264,62.1
