congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
110,Senate,2,59,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 46, 'no': 2, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Menendez Amdt. No. 4259; To establish a reserve fund for immigration reform and enforcement.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 5, 'no': 43, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00059.xml,,,16:13:00,"{'yes': 53, 'no': 45, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00059,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/59.json
110,Senate,2,60,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 13, 'no': 35, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}","Sessions Amdt. No. 4231; To establish a deficit-neutral reserve fund for border security, immigration enforcement, and criminal alien removal programs.",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 48, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00060.xml,,,16:29:00,"{'yes': 61, 'no': 37, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00060,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/60.json
110,Senate,2,61,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 10, 'no': 38, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}","Motion to Waive C.B.A. Cornyn Amdt. No. 4242; To protect the family budget by providing for a budget point of order against legislation that increases income taxes on taxpayers, including hard-working middle-income families, entrepreneurs, and college stu",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Motion ,,"{'yes': 48, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00061.xml,,,16:47:00,"{'yes': 58, 'no': 40, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00061,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/61.json
110,Senate,2,62,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 0, 'no': 47, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Allard Amdt. No. 4246; To raise taxes by an unprecedented $1.4 trillion for the purpose of fully funding 111 new or expanded federal spending programs.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 0, 'no': 48, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00062.xml,,,17:07:00,"{'yes': 0, 'no': 97, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00062,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/62.json
110,Senate,2,63,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 2, 'no': 46, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Ensign Amdt. No. 4240; To require wealthy Medicare beneficiaries to pay a greater share of their Medicare Part D premiums.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 40, 'no': 8, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00063.xml,,,17:28:00,"{'yes': 42, 'no': 56, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00063,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/63.json
110,Senate,2,64,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 40, 'no': 8, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}","Sanders Amdt. No. 4218; To put children ahead of millionaires and billionaires by restoring the pre-2001 top income tax rate for people earning over $1 million, and use this revenue to invest in LIHEAP; IDEA; Head Start; Child Care; nutrition; school cons",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 1, 'no': 47, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00064.xml,,,17:45:00,"{'yes': 43, 'no': 55, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00064,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/64.json
110,Senate,2,65,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 1, 'no': 47, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",DeMint Amdt. No. 4328; To provide for a deficit-neutral reserve fund for Social Security reform.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 40, 'no': 8, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00065.xml,,,18:08:00,"{'yes': 41, 'no': 57, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00065,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/65.json
110,Senate,2,66,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 0, 'no': 48, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Allard Amdt. No. 4232; To pay down the Federal debt and eliminate government waste by reducing spending 5 percent on programs rated (as mandated under the Government Performance and Results Act (Public Law 103-62)) ineffective by the Office of Management ,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 29, 'no': 18, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00066.xml,,,18:32:00,"{'yes': 29, 'no': 68, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00066,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/66.json
110,Senate,2,67,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 11, 'no': 37, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Brownback Amdt. No. 4284; To provide funds for a Commission on Budgetary Accountability and Review of Federal Agencies.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 38, 'no': 9, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00067.xml,,,18:52:00,"{'yes': 49, 'no': 48, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00067,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/67.json
110,Senate,2,68,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 47, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Kohl Amdt. No. 4197; To establish a deficit-neutral reserve fund for a 3-year extension of the pilot program for national and State background checks on direct patient access employees of long-term care facilities or providers.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 40, 'no': 7, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00068.xml,,,19:13:00,"{'yes': 89, 'no': 7, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00068,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/68.json
110,Senate,2,69,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 47, 'no': 1, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Motion to Table Vitter Amdt. No. 4309; To create a reserve fund to ensure that Federal assistance does not go to sanctuary cities that ignore the immigration laws of the United States and create safe havens for illegal aliens and potential terrorists.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion to Table ,,"{'yes': 9, 'no': 39, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00069.xml,,,20:22:00,"{'yes': 58, 'no': 40, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00069,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/69.json
110,Senate,2,70,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Boxer Amdt. No. 4368 as Modified; To increase funding for the Department of Justice for the vigorous enforcement of laws protecting children.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 43, 'no': 5, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00070.xml,,,20:45:00,"{'yes': 90, 'no': 5, 'present': 0, 'not_voting': 5}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00070,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/70.json
110,Senate,2,71,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 5, 'no': 43, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Ensign Amdt. No. 4335; To increase funding for the Department of Justice for the vigorous enforcement of a prohibition against taking minors across State lines in circumvention of laws requiring the involvement of parents in abortion decisions consistent ,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 44, 'no': 4, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00071.xml,,,21:10:00,"{'yes': 49, 'no': 49, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00071,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/71.json
110,Senate,2,72,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 2, 'no': 46, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Motion to Waive C.B.A. DeMint Amdt. No. 4340; To create a point of order against bills that would raise gasoline prices.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Motion ,,"{'yes': 37, 'no': 11, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00072.xml,,,21:20:00,"{'yes': 39, 'no': 59, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00072,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/72.json
110,Senate,2,73,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 0, 'no': 48, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Motion to Waive C.B.A. Cornyn Amdt. No. 4313; To protect the family budget from runaway Government spending by increasing the number of Senators necessary to waive the PAYGO Point of Order from 60 to 100.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Motion ,,"{'yes': 27, 'no': 21, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00073.xml,,,21:38:00,"{'yes': 27, 'no': 71, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00073,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/73.json
110,Senate,2,74,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 1, 'no': 47, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}","Kyl Amdt. No. 4348; To provide certainty to taxpayers by extending expiring tax provisions such as the R&amp;D Tax Credit that helps US companies innovate, combat pay exclusion for our soldiers in the field, the education deduction to make colleges more a",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 48, 'no': 1, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00074.xml,,,22:01:00,"{'yes': 49, 'no': 50, 'present': 0, 'not_voting': 1}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00074,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/74.json
110,Senate,2,75,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 5, 'no': 44, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Motion to Waive C.B.A. DeMint Amdt No. 4347; To establish an earmark moratorium for fiscal year 2009.,,,"{'yes': 1, 'no': 1, 'present': 0, 'not_voting': 0}",On the Motion ,,"{'yes': 23, 'no': 26, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00075.xml,,,22:25:00,"{'yes': 29, 'no': 71, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00075,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/75.json
110,Senate,2,76,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 19, 'no': 30, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}","Landrieu Amdt. No. 4378; To protect family businesses and farmers without increasing our nation's debt by providing for an estate tax that sets the exemption at $5 million and the rate at 35 percent, with the benefits of the exemption recaptured for estat",,,"{'yes': 1, 'no': 1, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 3, 'no': 46, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00076.xml,,,22:44:00,"{'yes': 23, 'no': 77, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00076,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/76.json
110,Senate,2,77,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 1, 'no': 47, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}","Kyl Amdt. No. 4372; To protect small businesses, family ranches and farms from the Death Tax by providing a $5 million exemption, a low rate for smaller estates and a maximum rate no higher than 35%.",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 47, 'no': 1, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00077.xml,,,23:04:00,"{'yes': 48, 'no': 50, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00077,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/77.json
110,Senate,2,78,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 1, 'no': 47, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Grassley Amdt. No. 4276 as Modified; To exempt from pay-as-you-go enforcement modifications to the individual alternative minimum tax (AMT) that prevent millions of additional taxpayers from having to pay the AMT.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 46, 'no': 2, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00078.xml,,,23:21:00,"{'yes': 47, 'no': 51, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00078,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/78.json
110,Senate,2,79,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-13,"{'yes': 2, 'no': 46, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}","DeMint Amdt. No. 4380; To provide for a deficit-neutral reserve fund for transferring funding for Berkeley, CA earmarks to the Marine Corps.",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 39, 'no': 9, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00079.xml,,,11:54:00,"{'yes': 41, 'no': 57, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00079,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/79.json
110,Senate,2,80,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-14,"{'yes': 47, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Boxer Amdt. No. 4379; To facilitate coverage of pregnant women in SCHIP.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 21, 'no': 27, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00080.xml,,,00:11:00,"{'yes': 70, 'no': 27, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00080,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/80.json
110,Senate,2,81,"{'bill_id': 'sconres70-110', 'number': 'S.CON.RES.70', 'sponsor_id': 'C000705', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/sconres70.json', 'title': 'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013.', 'latest_action': 'Message on Senate action sent to the House.'}",2008-03-14,"{'yes': 2, 'no': 46, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Allard Amdt. No. 4233; To require that legislation to reauthorize SCHIP include provisions codifying the unborn child regulation.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 44, 'no': 4, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00081.xml,,,00:29:00,"{'yes': 46, 'no': 52, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00081,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/81.json
